Sentence Number;Text;Label
1087;29 gennaio 2014 - n  519 Riconoscimento di ente unico per la gestione di una pluralità di unità di offerta socio sanitarie per il seguente ente gestore : « Cooperativa Sociale Nikolajewka Onlus » , con sede legale in Brescia , via Nikolajewka , n  15 CF 01046690176 IL DIRETTORE GENERALE DELLA DIREZIONE GENERALE FAMIGLIA , SOLIDARIETÀ SOCIALE E VOLONTARIATO Visti : −− il d lgs;0
1088;30 dicembre 1992 , n  502 , e successive modificazioni ed integrazioni;0
1089;−− il d p r;0
1090;14 gennaio 1997 « Approvazione dell’ atto di indirizzo e coordinamento alle Regioni ed alle Province autonome di Trento e Bolzano in materia di requisiti strutturali , tecnologici ed organizzativi minimi per l’ esercizio delle attività sanitarie da parte delle strutture pubbliche e private »;0
1091;−− la l r;0
1092;5 gennaio 2000 , n  1 « Riordino del sistema delle autonomie in Lombardia;0
1093;Attuazione del d lgs;0
1094;31 marzo 1998 , n  112 »;0
1095;−− i dd p c m;0
1096;14 febbraio 2001 « Atto di indirizzo e coordinamento in materia di prestazioni socio sanitarie » e 29 novembre 2001 « Definizione dei livelli essenziali di assistenza »;0
1097;−− la l r;0
1098;2 aprile 2007 , n  8 « Disposizioni in materia di attività sanitarie e socio - sanitarie;0
1099;Collegato »;0
1100;−− la l r;0
1101;12 marzo 2008 , n  3 « Governo della rete degli interventi e dei servizi alla persona in ambito sociale e socio - sanitario »;0
1102;−− la l r;0
1103;30 dicembre 2009 , n  33 : « Testo unico delle leggi regionali in materia di sanità »;0
1104;−− la d c r;0
1105;17 novembre 2010 , n  88 di approvazione del « Piano Socio Sanitario Regionale 2010 – 2014 »;0
1106;Richiamate le dd g r   : −− 4 ottobre 2006 , n  3257 « Identificazione , a domanda , in capo ad unico soggetto gestore di una pluralità di strutture socio - sanitarie accreditate »;0
1107;−− 30 maggio 2012 n  3540 « Determinazioni in materia di esercizio e accreditamento delle unità di offerta sociosanitarie e razionalizzazione del relativo sistema di vigilanza e controllo »;0
1108;−− 20 dicembre 2013 n  1185 « Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’ esercizio 2014 »;0
1109;Preso atto che con le dd g r   citate sono state definite le procedure per l’ accreditamento delle unità d’ offerta socio - sanitarie;0
1110;Vista la circolare regionale n  21 del 5 luglio 2007 « Chiarimenti in ordine a d g r   n  3257 del 4 ottobre 2006 » che indica , tra l’ altro , le modalità per ottenere il riconoscimento di Ente Unico;0
1111;Rilevato che il Legale Rappresentante dell’ ente gestore denominato « Cooperativa Sociale Nikolajewka Onlus » , con sede legale in Brescia , Via Nikolajewka n  15 , CF 01046690176 , ha presentato la richiesta per il riconoscimento di Ente Unico , con istanza pervenuta in data 13 gennaio 2014 prot   n  74 , per le seguenti unità di offerta : C D D  : −− « Nikolajewka » , codice struttura n  302029601 , con sede in Brescia , Via Nikolajewka n  15 , per n  30 posti accreditati;0
1112;−− « Pifferetti » , codice struttura n  302029501 , con sede in Brescia , Via Nikolajewka n  15 , per n  30 posti accreditati;0
1113;Ritenuto di dover procedere al riconoscimento di Ente Unico per il gestore in oggetto , per le unità di offerta socio sanitarie sopra elencate;0
1114;Dato atto che il presente provvedimento conclude il relativo procedimento nei termini previsti dalla d g r   n  3540/2012 , con scadenza in data 12 febbraio 2014;0
1115;Viste la l r;0
1116;7 luglio 2008 , n  20 e i provvedimenti organizzativi della X legislatura , adottati dalla Giunta regionale;0
1117;Richiamata in particolare la d g r;0
1118;20 marzo 2013 n  3 « Costituzione delle Direzioni Centrali e Generali , incarichi e altre disposizioni organizzative – I provvedimento organizzativo – X legislatura » , con la quale è stato affidato l’ incarico di Direttore Generale della Direzione Famiglia , Solidarietà sociale e Volontariato a Giovanni Daverio;0
1119;Stabilito di disporre per la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia , per la trasmissione dello stesso all’ ente gestore interessato , e alla ASL territorialmente competente;0
1120;DECRETA 1   di riconoscere , con decorrenza dalla data di approvazione del presente atto , come Ente Unico l’ ente gestore « Cooperativa Sociale Nikolajewka Onlus » , con sede legale in Brescia , Via Nikolajewka n  15 , CF 01046690176 , per le seguenti unità di offerta socio sanitarie : C D D  : −− « Nikolajewka » , codice struttura n  302029601 , con sede in Brescia , Via Nikolajewka n  15 , per n  30 posti accreditati;0
1121;−− « Pifferetti » , codice struttura n  302029501 , con sede in Brescia , Via Nikolajewka n  15 , per n  30 posti accreditati;0
1122;2   di fare obbligo all’ ente gestore di comunicare tempestivamente alla Regione e alla ASL territorialmente competente , tutti quegli elementi che eventualmente in futuro possano incidere sul presente riconoscimento , ivi comprese la cessazione o cessione dell’ attività e richiedere , ove necessario , una modifica del riconoscimento medesimo;0
1123;3   di disporre la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e di trasmettere copia all’ ente gestore interessato , e alla ASL territorialmente competente;0
1124;29 gennaio 2014 - n  521 Accreditamento della seguente unità di offerta socio sanitaria di assistenza domiciliare integrata ( A D I  ) denominata « Fondazione Guerini Frigerio Onlus » , con sede operativa in Orzinuovi , via V  Gambara n  20 , gestita dall’ ente « Fondazione Guerini Frigerio Onlus - Per la Bassa Bresciana Occidentale » , con stessa sede , CF 86000210178 , ed iscrizione della medesima nell’ apposito registro regionale IL DIRETTORE GENERALE DELLA DIREZIONE GENERALE FAMIGLIA , SOLIDARIETÀ SOCIALE E VOLONTARIATO Visti : −− il d lgs;0
1125;30 dicembre 1992 , n  502 , e successive modificazioni ed integrazioni;0
1126;−− il d p r;0
1127;14 gennaio 1997 « Approvazione dell’ atto di indirizzo e coordinamento alle Regioni ed alle Province autonome di Trento e Bolzano in materia di requisiti strutturali , tecnologici ed organizzativi minimi per l’ esercizio delle attività sanitarie da parte delle strutture pubbliche e private »;0
1128;−− i dd p c m;0
1129;14 febbraio 2001 « Atto di indirizzo e coordinamento in materia di prestazioni socio sanitarie » e 29 novembre 2001 « Definizione dei livelli essenziali di assistenza »;0
1130;−− la l r;0
1131;2 aprile 2007 , n  8 « Disposizioni in materia di attività sanitarie e socio - sanitarie;0
1132;Collegato » e successive modifiche;0
1133;−− la l r;0
1134;12 marzo 2008 , n  3 « Governo della rete degli interventi e dei servizi alla persona in ambito sociale e socio - sanitario »;0
1135;−− la l r;0
1136;30 dicembre 2009 , n  33 : « Testo unico delle leggi regionali in materia di sanità »;0
1137;−− la d c r;0
1138;17 novembre 2010 , n  88 di approvazione del « Piano Socio Sanitario Regionale 2010 – 2014 »;0
1139;Richiamate le dd g r   : −− 30 maggio 2012 n  3540 « Determinazioni in materia di esercizio e accreditamento delle unità di offerta sociosanitarie e razionalizzazione del relativo sistema di vigilanza e controllo »;0
1140;Bollettino Ufficiale;0
1141;– 67 – Serie Ordinaria n  2 - Venerdì 11 gennaio 2013;0
1142;D ) ATTI DIRIGENZIALI Giunta regionale;0
1143;D G  Ambiente , energia e reti D d u o;0
1144;20 dicembre 2012 - n  12481 Approvazione ai sensi del comma 7 , dell’ art  242 del d lgs;0
1145;3 aprile 2006 , n  152 , del “ Progetto operativo di bonifica degli areali 8A e 8B ” e della riperimetrazione del comparto 8 , delle aree che ospiteranno l’ esposizione universale 2015 , ubicate nei comuni di Milano e Rho ( MI ) , presentato dalla Società Metropolitana Milanese s p a  per conto della Società Expo 2015 s p a  e autorizzazione alla realizzazione degli interventi in esso previsti IL DIRIGENTE DELL’ UNITA ’ ORGANIZZATIVA TUTELA AMBIENTALE Visto il decreto legislativo 3 aprile 2006 , n  152 : « Norme in materia ambientale » , in particolare il Titolo V « Bonifica di siti contaminati » e s m i;0
1146;Visto il r r;0
1147;15 giugno 2012 , n  2 « Attuazione dell’ art  21 della legge regionale 12 dicembre 2003 , n  26 – Disciplina dei servizi locali di interesse economico generale;0
1148;Norme in materia di gestione dei rifiuti , di energia , di utilizzo del sottosuolo e di risorse idriche – relativamente alle procedure e ripristino ambientale dei siti inquinati » , ed in particolare l’ art  18 « Interventi di bonifica con il raggiungimento delle concentrazioni soglia di contaminazione »;0
1149;Richiamata la deliberazione di Giunta regionale 23 maggio 2012 n  3509 « Linee guida per la disciplina del procedimento per il rilascio della certificazione di avvenuta bonifica , messa in sicurezza operativa e messa in sicurezza permanente dei siti contaminati »;0
1150;Vista la deliberazione di Giunta regionale 27 giugno 2006 , n  2838 avente ad oggetto : « Modalità applicative del Titolo V « Bonifica di siti contaminati » della parte quarta del d lgs;0
1151;152/2006 – Norme in materia ambientale   »;0
1152;Visto l’ Accordo di Programma ai sensi e per gli effetti dell’ art  34 del d lgs 18 agosto 2000 , n  267 tra Comune di Milano , Regione Lombardia , Provincia di Milano , Comune di Rho , Società Poste Italiane s p a  e con l’ Adesione di Società Expo 2015 s p a  e Società Arexpo s p a  , finalizzato a consentire la realizzazione dell’ esposizione universale 2015 , anche attraverso la definizione della idonea disciplina urbanistica e la riqualificazione dell’ area successivamente allo svolgimento dell’ evento , siglato in data 14 luglio 2011;0
1153;Visto il decreto regionale del dirigente dell’ Unità Organizzativa Tutela ambientale 26 maggio 2011 , n  4811 di approvazione , ai sensi del comma 3 , dell’ art  242 del d lgs;0
1154;3 aprile 2006 , n  152 , del Piano della caratterizzazione delle aree che ospiteranno l’ Esposizione Universale 2015 , ubicate nei Comuni di Milano e Rho ( MI ) , presentato dalla Società Expo 2015 s p a;0
1155;Visti i decreti regionali del dirigente dell’ Unità Organizzativa Tutela ambientale : • 23 dicembre 2011 , n  12818 di approvazione , ai sensi dell’ art  242 del d lgs;0
1156;3 aprile 2006 , n  152 , della riperimetrazione delle aree oggetto di bonifica insistenti nel sito che ospiterà l’ Esposizione Universale 2015 , ubicato nei Comuni di Milano e Rho ( MI ) , secondo la documentazione trasmessa dalla Società Metropolitana Milanese s p a  per conto dalla Società Expo 2015 s p a  ad esclusione del ridimensionamento del comparto della subarea ex Deposito Pessina;0
1157;• 10 luglio 2012 , n  6144 , di approvare ai sensi dell’ art  242 del d lgs;0
1158;3 aprile 2006 , n  152 , a seguito delle risultanze della caratterizzazione effettuata , la riperimetrazione delle aree oggetto di bonifica , escludendo dal relativo procedimento i Comparti 4 – 9 – e 10 risultati non contaminati , insistenti nel sito che ospiterà l’ Esposizione Universale 2015 , ubicato nei Comuni di Milano e Rho ( MI ) , secondo la documentazione trasmessa dalla Società Metropolitana Milanese s p a  per conto dalla Società Expo 2015 s p a;0
1159;• 18 luglio 2012 , n  6445 di approvazione ai sensi del comma 7 , dell’ art  242 del d lgs;0
1160;3 aprile 2006 , n  152 , del « Progetto operativo di bonifica dell’ areale 5 » della riperimetrazione;0
1161;del Comparto 5 delle aree che ospiteranno l’ Esposizione Universale 2015 , ubicate nei Comuni di Milano e Rho ( MI ) , presentato dalla Società Metropolitana Milanese s p a  per conto della Società Expo 2015 s p a  e di autorizzazione degli interventi in esso previsti;0
1162;• 18 luglio 2012 , n  6447 di approvazione ai sensi del comma;0
1163;7 , dell’ art  242 del d lgs;0
1164;3 aprile 2006 , n  152 , del « Progetto operativo di bonifica dell’ areale 7 » della riperimetrazione del Comparto 7 delle aree che ospiteranno l’ Esposizione Universale 2015 , ubicate nei Comuni di Milano e Rho ( MI ) , presentato dalla Società Metropolitana Milanese s p a  per conto della Società Expo 2015 s p a  e di autorizzazione degli interventi in esso previsti;0
1165;• 18 luglio 2012 , n  6448 di approvazione ai sensi del comma;0
1166;7 , dell’ art  242 del d lgs;0
1167;3 aprile 2006 , n  152 , del « Progetto operativo di bonifica dell’ areale 11 » della riperimetrazione del Comparto 11 delle aree che ospiteranno l’ Esposizione Universale 2015 , ubicate nei Comuni di Milano e Rho ( MI ) , presentato dalla Società Metropolitana Milanese s p a  per conto della Società Expo 2015 s p a  e di autorizzazione degli interventi in esso previsti;0
